"term","estimate","std_error","mcmc_percent","z","p_value"
"edges",-5.01334765737896,0.136528103540467,0,-36.7202614507348,3.46926108547414e-295
"nodematch.gender",2.0097781549857,0.145958579707171,0,13.7695102200763,0.000000000000000000000000000000000000000000388840316091124
