"Classroom","Gender_Female","HISEI","Rho_Network"
"01",7.62947368602535,0.763965805027814,-0.294649366982687
"02",2.20793161628324,0.113474844655406,-0.225802379264255
"03",20.8882428994501,0.273571887185449,0.0191145553075084
"04",-1.80253935184017,0.402604841347327,-0.382384128572453
"05",3.12420015292976,0.0812299218646944,-0.208074411355389
"09",-1.89460556501227,0.0031415048467727,-0.135692011522196
"10",20.8824891500941,0.97274591668824,-0.939529000039399
"12",5.60092797900309,-0.0388121206788104,0.119888943604175
