"Classroom","Friendship_from_W1","Literacy_Sender","Gender_Match","HISEI_Sender"
"01",1.98160310476289,-0.00326997500798884,1.12225507357276,-0.023253351295136
"02",1.90392776296367,-0.0162351416270275,0.803957413157728,-0.00827679301146787
"03",1.27678487484966,0.000999942423759844,1.95709305230019,-0.000379659755285672
"04",1.90003486911519,0.00285228410706256,0.357644934062372,-0.0136963927081722
"05",2.44957330130041,-0.00184468869357193,1.05645433998272,-0.0254378668265945
"09",3.26650056672221,0.00959883572589,1.12152837201593,0.0194392569492942
"10",2.31817497885345,0.0163386306192333,1.8688700496623,0.029031933637624
"12",2.96446856108977,0.00702002929087646,0.237197880054572,-0.0247235092924154
