"mcmle_iterations","mcmle_maxit","mcmle_hit_maxit","mcmle_failure","mcmle_termination","mcmle_confidence","mcmle_conv_min_pval","max_abs_score","max_abs_coef_change_last_window","last_step_length"
25,60,FALSE,FALSE,"confidence",0.99,0.5,0.726475248267047,0.0359387081252041,1
